id	filename	md5	size	state
9a733e63-6340-4ac2-ba6d-84f52135a057	9a733e63-6340-4ac2-ba6d-84f52135a057/9eec558d-cc8f-4816-80a5-b6aac4cbb94e.rna_seq.augmented_star_gene_counts.tsv	3bc114f0d8753a6109e5656a785b2683	4248238	validated
e9756382-11dd-4218-a76f-29609fd85e19	e9756382-11dd-4218-a76f-29609fd85e19/c2d0d36b-83b0-4a2b-a5d7-6567bf5aa557.rna_seq.augmented_star_gene_counts.tsv	b3d1cd26f9ece99638ccbd86317b3d7e	4247866	validated
720e1e69-184a-4b7e-bba0-8d4fbc1adaf3	720e1e69-184a-4b7e-bba0-8d4fbc1adaf3/de19e3c1-3508-4c13-b2cf-7079ee934a55.rna_seq.augmented_star_gene_counts.tsv	4c1bc11ade152044ef30d962b9d6980a	4227662	validated
5660d9c5-d7e8-4ee9-a385-17d5d5666c76	5660d9c5-d7e8-4ee9-a385-17d5d5666c76/35f68daa-0cea-40de-99b8-446d9e9784c8.rna_seq.augmented_star_gene_counts.tsv	40ba01dc739ee2a4dd9816a91f4b2e54	4244089	validated
afdc80d5-1388-4a92-9807-5575a0209e91	afdc80d5-1388-4a92-9807-5575a0209e91/0b5850f2-648a-4dad-a48d-82150c12acb4.rna_seq.augmented_star_gene_counts.tsv	effbcd4287973908aa9e6386d0c9812b	4227119	validated
133f2c18-5ad4-4c39-ba24-fe9b9e7dfe53	133f2c18-5ad4-4c39-ba24-fe9b9e7dfe53/47c0b7df-a564-4e71-8d90-ba07bac40f59.rna_seq.augmented_star_gene_counts.tsv	958b7e608bacbe1afb68688c79c7695d	4236247	validated
f30a50c6-41a7-4cc5-b6c1-40a7e5d2fa73	f30a50c6-41a7-4cc5-b6c1-40a7e5d2fa73/c3b46d4b-4d9f-4d2d-bbca-c0dbd6901e56.rna_seq.augmented_star_gene_counts.tsv	66e08716aa32f0a1e82c875b11537613	4209208	validated
44c7be22-d4e7-41a4-b228-a492a3c5394c	44c7be22-d4e7-41a4-b228-a492a3c5394c/23849071-df2e-4421-b91d-90f66ec2c162.rna_seq.augmented_star_gene_counts.tsv	bfc4a6cf4fed9e06db057e02075413ae	4214522	validated
917d082a-07d4-4bb3-9865-ffc96a751ee2	917d082a-07d4-4bb3-9865-ffc96a751ee2/ee3e7969-ff2a-4b27-8f15-6cb46eed7c61.rna_seq.augmented_star_gene_counts.tsv	dc7229696ff8c045cbd2f32a5884b596	4243607	validated
71e58654-6605-418e-bf61-0f46067eba99	71e58654-6605-418e-bf61-0f46067eba99/43c87798-5762-42c1-b7d8-47fc126fc2d3.rna_seq.augmented_star_gene_counts.tsv	87f5a10b83ce135368e7c7a6fc9c17d9	4222669	validated
8675e889-8007-4020-a06b-1421b8bf1c20	8675e889-8007-4020-a06b-1421b8bf1c20/fdb56994-5f12-4e78-bf53-e093049e4bb6.rna_seq.augmented_star_gene_counts.tsv	d9075dc027b51c06ce56f2392b7f6eb1	4235930	validated
156d125e-470e-45e5-9d45-73392a8ab1e3	156d125e-470e-45e5-9d45-73392a8ab1e3/6d7694d5-8582-466f-8072-df47dc10d780.rna_seq.augmented_star_gene_counts.tsv	d040100cc1a64f30d3b068a65e457b90	4245427	validated
d3a51657-163d-488f-a7af-a2dc0caaf289	d3a51657-163d-488f-a7af-a2dc0caaf289/fd3ce752-3456-4aaf-bede-9cf5f0771b9d.rna_seq.augmented_star_gene_counts.tsv	55e9c8190b82884f63a9cfd96f775a87	4244077	validated
ccac6678-84f2-4719-a837-c6011133be2b	ccac6678-84f2-4719-a837-c6011133be2b/9bc1ce84-45e5-4c83-871c-02356d8311b9.rna_seq.augmented_star_gene_counts.tsv	e76d1058726be7bd8ef8e62377292bf7	4243640	validated
4050fc40-52ea-413f-a38d-71ddf4c33413	4050fc40-52ea-413f-a38d-71ddf4c33413/27f76511-b825-41a5-a0b5-257c80223d8b.rna_seq.augmented_star_gene_counts.tsv	3ff234446889ae1e44e76f4f4e490ce3	4235908	validated
32d77f7f-9757-41a0-96c3-bccd4d1fb30e	32d77f7f-9757-41a0-96c3-bccd4d1fb30e/853ba3ed-7943-46df-9405-c19f0b01e8f6.rna_seq.augmented_star_gene_counts.tsv	16757ed2fcab985cedc1cfdb06410801	4239671	validated
4f97f4d8-fc1c-4423-90de-a66470322787	4f97f4d8-fc1c-4423-90de-a66470322787/a17b6971-a249-484a-805e-d20ef3c4cd15.rna_seq.augmented_star_gene_counts.tsv	22b0ad207a6019c74d91d47ffa27f515	4236947	validated
cfd69a9f-0e5b-4710-9f4c-e2c635aa052e	cfd69a9f-0e5b-4710-9f4c-e2c635aa052e/79cf2255-57c7-4f54-8f0b-1e0f4a8cc8b5.rna_seq.augmented_star_gene_counts.tsv	32145a4afd107a99921d6fa01baebc87	4236027	validated
2f4ee6db-303e-40b6-9bf1-6aa168fd2f51	2f4ee6db-303e-40b6-9bf1-6aa168fd2f51/09c2c2d4-0d2f-488e-b42e-9c4756a27940.rna_seq.augmented_star_gene_counts.tsv	ed62dbf867a077a2bcf8b4082aef41d4	4240467	validated
6d546d48-476a-4896-9646-f254521dcf06	6d546d48-476a-4896-9646-f254521dcf06/e6420396-6f46-4b74-a97b-82e54d07e92b.rna_seq.augmented_star_gene_counts.tsv	95faf7acc984f9613c5ddf3bde7398bc	4238630	validated
905f0b11-0d02-4e19-a15b-93b56b6b94a7	905f0b11-0d02-4e19-a15b-93b56b6b94a7/fac69f81-0d8c-40a0-8263-b54d5f06d7b3.rna_seq.augmented_star_gene_counts.tsv	f98389067cbe4b4011f7bcbc9bee61ab	4241919	validated
bb000b50-39bf-4a3c-9892-c7be9cc3c363	bb000b50-39bf-4a3c-9892-c7be9cc3c363/d31b7542-ab53-4c4f-b070-0c50bb195d1c.rna_seq.augmented_star_gene_counts.tsv	f5f79f0203de9588d1df5714cd76ba02	4232075	validated
9bbb8d76-226b-46b8-9adb-c8555826a0c3	9bbb8d76-226b-46b8-9adb-c8555826a0c3/c45ee30a-4699-4f7f-8820-3397f3915e35.rna_seq.augmented_star_gene_counts.tsv	4ba36ba8fa215d458566b4378802287b	4230897	validated
e39517d6-efdd-4ab7-8c7b-f11f8670d6f9	e39517d6-efdd-4ab7-8c7b-f11f8670d6f9/be8d8236-4ebc-46de-a4fd-a901fec1cdce.rna_seq.augmented_star_gene_counts.tsv	4b4f3d4f62f323dd9d7fe9a6577145fa	4250718	validated
02e637c0-a367-4b3c-a2d1-e9ff3297a4fd	02e637c0-a367-4b3c-a2d1-e9ff3297a4fd/7ca9c52f-2d6e-4868-b4e8-9dd7937f6b2b.rna_seq.augmented_star_gene_counts.tsv	afc00fe26536062b3c229e7706ffeaa3	4229711	validated
5083314d-3a90-4be6-a0a6-a63630e235ab	5083314d-3a90-4be6-a0a6-a63630e235ab/0f055e01-74ea-4e11-8e8f-8c22b3048875.rna_seq.augmented_star_gene_counts.tsv	a745f7b1d400685c2ee87cf66c216362	4251283	validated
8dfc111d-af9f-4ffb-a6ff-d0fffa16f8d4	8dfc111d-af9f-4ffb-a6ff-d0fffa16f8d4/2833b2f4-e943-4570-96c2-a42c127cd1fa.rna_seq.augmented_star_gene_counts.tsv	356e9e15e4c6367deb277fef40f1f787	4233815	validated
