"","B cell","Macrophage M1","Macrophage M2","Monocyte","Neutrophil","NK cell","T cell CD4+ (non-regulatory)","T cell CD8+","T cell regulatory (Tregs)","Myeloid dendritic cell","uncharacterized cell"
"TCGA-RP-A6K9-06A-41R-A352-07",0.0148475020852401,0,0.211020624493689,0,0.0470703731619457,0.00742304918356191,0,0.055860540626066,0.0161271739578416,0.0081592384483756,0.63949149804328
"TCGA-D9-A148-06A-11R-A18S-07",0.0200309166568195,0.0168296632580849,0.0175209429641016,0,0.129379375159559,0.012008375045593,0.0838762551291986,0.0112337045496913,0.0145712792745064,0.034164155189654,0.660385332772792
"TCGA-EE-A3AD-06A-11R-A18S-07",0.0309315527425882,0.0151740045880249,0.00819296045816946,0.281555192764959,0.0712153692965952,0.0345392681264242,0.0447530387646544,0,0.0208090644365802,0,0.492829548822004
"TCGA-ER-A2NF-06A-11R-A18T-07",0.0260650732377843,0,0.0691937767751909,0,0.074101389431062,0.0024031482902508,0.0237992494467236,0.0288467719175711,0.0074740009180239,0.0135680149708298,0.754548575012564
"TCGA-FS-A1YW-06A-11R-A18T-07",0.0522665602638715,0.0198207255371007,0.0463451859915757,0.137242356220158,0,0.0342461034800333,0,0,0.0289028906351876,0,0.681176177872073
"TCGA-FS-A1ZU-06A-12R-A18T-07",0.00715982605201326,0,0.035064523832609,0.0040123937423567,0.216385864453638,0.0276257014082832,0,0,0,0.0300524282146438,0.679699262296456
"TCGA-GN-A4U4-06A-11R-A32P-07",0.0150966814553605,0.000797675850714782,0.0136003068431126,0.0131336464065813,0.319406384104963,0.0169149514390594,0.0290673946056148,0,0.00943382852147579,0,0.582549130773118
"TCGA-ER-A2NE-06A-21R-A18T-07",0.0381561873904178,0.0155428607946869,0.00222895352640378,0.321441554922594,0,0.0289634543388006,0.27600094294122,0,0.0423660724349802,0,0.275299973650897
"TCGA-EE-A2MM-06A-11R-A18S-07",0.0213108141262768,0,0,0.844541256795252,0,0.119469216209261,0,0,0.0146787128692103,0,0
"TCGA-XV-AB01-06A-12R-A40A-07",0.0361367150280022,0,0,0.386021194245102,0,0.0459426846343666,0,0.0066918354787063,0.0182141149042544,0,0.506993455709569
"TCGA-D3-A8GB-06A-11R-A37K-07",0.0471158326044788,0.0107610677444552,0.0283315342835694,0.102077430038388,0.019159960511833,0.0262904225521504,0,0.0722214810411572,0.0512043944083262,0,0.642837876815642
"TCGA-D3-A5GO-06A-12R-A27Q-07",0.0199529468177944,0.00886552224851063,0.042744925866924,0.305680760057291,0,0.046870817556409,0,0.0217344674400193,0.0280819048659548,0,0.526068655147097
"TCGA-ER-A19L-06A-12R-A18S-07",0,0,0,0.787432479580093,0,0.0981449537224302,0,0,0,0,0.114422566697477
"TCGA-ER-A19W-06A-41R-A239-07",0.0270403276459942,0.0737698180544727,0.0280831564687959,0.402187535119818,0,0.0460637653582241,0,0.236305139213473,0.0835661161659572,0,0.102984141973265
"TCGA-EE-A29Q-06A-11R-A18T-07",0.018984817729318,0,0,0.379504265635092,0,0.0665978078101457,0.0419351178714784,0,0.00939870786315718,0,0.483579283090809
"TCGA-D3-A8GJ-06A-11R-A37K-07",0.0156359392473809,0.0622119644728742,0,0.297503709678401,0.0344543425281639,0.052192912426786,0,0.217141184253314,0.0306993000638036,0,0.290160647329276
"TCGA-FS-A1Z3-06A-11R-A18T-07",0.0296356194268206,0,0,0.522630409626326,0,0.0696338255138534,0,0,0.0134529106301863,0,0.364647234802814
"TCGA-EE-A181-06A-11R-A18S-07",0.0522613786968183,0.0787353741315749,0.0460121692967482,0.142409470820648,0,0.0351273350515611,0,0.0867663687255717,0.0376119505015486,0,0.521075952775529
"TCGA-ER-A19F-06A-11R-A18S-07",0.0347451842241482,0.00311229595080948,0,0.207007827254189,0.0230946015589791,0.0389625678246898,0.162790007543215,0.00204296123270635,0.0253313091164282,0.0333002829424968,0.469612962352338
"TCGA-D3-A51N-06A-11R-A266-07",0.0161434485877976,0.0846127564903468,0.0243635198407691,0.206077219573146,0,0.0341114929754303,0,0.00801848527891036,0.0312072356564866,0,0.595465841597114
"TCGA-FS-A4F9-06A-11R-A24X-07",0.019401077875849,0.00754169445636005,0.0222378602365901,0,0.266611331377912,0.0173440032802133,0,0,0.0146348216624622,0.00514381929885011,0.647085391811763
"TCGA-D3-A2JN-06A-11R-A18S-07",0.0310643859932055,0.00477974960700638,0.0302167763739206,0.208402037551751,0,0.0475393712206414,0,0.0525652753588974,0.0246119861213343,0.115017810594852,0.485802607178391
"TCGA-EE-A2GC-06A-11R-A18T-07",0.0332283530448072,0.0480508738224537,0.012757227505841,0.20211261806785,0,0.0627164872960126,0,0.0785594610496538,0.119049625826133,0.0326877857101317,0.410837567677117
"TCGA-D3-A51R-06A-11R-A266-07",0.059749445952278,0,0.0204134727844524,0,0.0197662907246647,0.0504042340359552,0.0145874322328936,0,0.0231158754520362,0.0764767799658137,0.735486468851906
"TCGA-EE-A3JH-06A-11R-A21D-07",0.0655692877741766,0.0725733913054136,0.0851149684064358,0.122374114616395,0,0.0157038961387577,0,0.159589634810445,0.0986950670567459,0,0.380379639891631
"TCGA-D3-A2JL-06A-11R-A18S-07",0.0200814891556484,0.0275440453024133,0.0331409667541099,0.0856261332344928,0.0985163301149549,0.0137523936925336,0.0181302821242023,0.0934375675452077,0.0233943877967613,0,0.586376404279676
"TCGA-D3-A3C1-06A-12R-A18S-07",0,0,0,0.910070586057364,0,0.0899294139426364,0,0,0,0,0
"TCGA-FS-A1ZZ-06A-11R-A18S-07",0.0209373870563378,0,0,0.560350998581241,0,0.0954344688481612,0,0,0.00165749414325161,0,0.321619651371008
"TCGA-D3-A2JA-06A-11R-A18T-07",0.0135533468594429,0,0,0.764618884116047,0,0.164144794458055,0,0.00421588463079287,0.0418480493767902,0,0.0116190405588728
"TCGA-EE-A2MK-06A-11R-A18S-07",0.0441237469458452,0.147753993866511,0,0.354905499285545,0,0.064194905876902,0,0.0669229419193875,0.0322785295310111,0,0.289820382574798
"TCGA-FW-A3I3-06A-11R-A21D-07",0.0210458086514819,0,0.0355329357861196,0.0632823000468894,0.0789771977251438,0.0447098534346998,0.0736443935736848,0.00012687468099454,0.0210788322756154,0.0836351275305881,0.577966676294783
"TCGA-D3-A8GM-06A-11R-A37K-07",0.0284153458753875,0.0225223140529147,0.0251477383453714,0.175459852822038,0,0.023067208400452,0,0.0270711282942938,0.0646979043826406,0.0294531441345775,0.604165363692325
"TCGA-EB-A5SG-06A-11R-A311-07",0.0325338112108093,0.102505672577498,0.0363877329897523,0.0907949090210264,0,0.00881238946431098,0,0.295964226377688,0.0357939933542768,0.0065000394766064,0.390707225528031
"TCGA-FS-A1YX-06A-11R-A18T-07",0.0462384121198412,0.0421234660156404,0.0124172826322477,0.357809395546492,0,0.0610749574732745,0,0,0.0182975711947884,0,0.462038915017716
"TCGA-EE-A2MS-06A-11R-A18S-07",0.0793374372827763,0,0,0.586160299461053,0,0.0909743400999661,0,0.0163694219379006,0.0043992806204964,0,0.222759220597807
"TCGA-FS-A4F2-06A-11R-A24X-07",0.0199746432703608,0.0511711604441478,0.0293688176506307,0.225088357083407,0,0.0403349462241034,0,0,0.00740259546078108,0,0.626659479866569
"TCGA-DA-A95W-06A-11R-A37K-07",0.0269727504955188,0,0,0.2993764761242,0,0.0657472584197787,0,0.0167512958598195,0.0157299831200245,0,0.575422235980658
"TCGA-D9-A3Z1-06A-11R-A239-07",0.0155174880515144,0.0221596512632529,0.0273204133484802,0,0.29602757794563,0.00444410722076066,0.00777205831680524,0.0379790894298914,0.0141876735453413,0.0308816139714789,0.543710326906845
"TCGA-RP-A695-06A-11R-A311-07",0.0186232204710161,0.0611633313238235,0.0319746235359275,0.0670062162658768,0.0662382099825774,0.0128261042876897,0.084201873610784,0.0134419932771374,0.0126277936955182,0,0.631896633549649
"TCGA-EE-A3JI-06A-11R-A21D-07",0.020000337508334,0,0,0.154276300864821,0.483611700570884,0.0537481660010502,0,0,0.0295519054984519,0,0.258811589556459
"TCGA-FS-A1ZE-06A-11R-A18T-07",0.0241024017261405,0,0,0.719871429825705,0,0.0705723367790946,0,0,0,0,0.18545383166906
"TCGA-RP-A693-06A-13R-A311-07",0.0248045190008621,0,0,0.653305195844771,0,0.166334367779581,0.06656843391064,0.0329678811806495,0.0560196022834963,0,0
"TCGA-D3-A51J-06A-11R-A266-07",0.0457245992449536,0.0793314132021878,0.00666853974241542,0.28178833148667,0,0.0548100872802615,0,0.151744856051742,0.0604822398217862,0,0.319449933169984
"TCGA-EE-A29S-06A-11R-A18T-07",0.0245098728439892,0.0919486970911791,0.00461933790444069,0.242760341640521,0,0.0513065948202553,0,0.0267845835964287,0.0426686205884599,0,0.515401951514726
"TCGA-GN-A8LL-06A-21R-A37K-07",0.00179567350499937,0,0.0049509273999113,0.176943696316327,0,0.00714659066986634,0.119146750852198,0,0.010276540804684,0,0.679739820452013
"TCGA-EE-A2MT-06A-11R-A18S-07",0.0186231181625962,0.0732472140219604,0,0.220591204132757,0,0.0343699119844023,0.0429988790722042,0.00561226545986926,0.02333341944298,0,0.581223987723231
"TCGA-D3-A8GN-06A-11R-A37K-07",0.0377242685768699,0.0823431480915947,0.0231107706215119,0.161595194310747,0,0.0266464851256186,0,0.0761838010048099,0.033515495296264,0,0.558880836972584
"TCGA-FS-A4FD-06A-11R-A266-07",0.0455492440357269,0,0.0142758325126238,0.191778157827813,0.0027970823311516,0.061544125366068,0,0.00472573780690156,0.0353243776302803,0.035296446163635,0.6087089963258
"TCGA-GN-A265-06A-21R-A18T-07",0.0406498017334981,0.154845325122703,0.0549062524256062,0.131523034528551,0,0.0328948948792308,0,0.0348841966865032,0.104589734477809,0.000368011545963897,0.445338748600135
"TCGA-DA-A95Z-06A-11R-A37K-07",0.0265940505065563,0.0295372394750457,0.0163738167011655,0.151842504259647,0.0451456299536302,0.0358840060448807,0,0.000166387435031464,0.0117863421289475,0,0.682670023495096
"TCGA-DA-A1I4-06A-11R-A18U-07",0.0159712917094919,0.0687198257494842,0.0786062651496579,0.246562663827463,0,0.0412697994102586,0,0,0.0157814195281026,0,0.533088734625542
"TCGA-DA-A1IB-06A-11R-A18S-07",0.180276646669276,0.0903318945769471,0.0451443344629187,0.0308223923418782,0.00563357920393144,0.00761016691528157,0.249754105317217,0.113568145285341,0.0801405016939109,0.0415271510367966,0.155191082496502
"TCGA-ER-A19M-06A-61R-A239-07",0.0107400983867913,0.120476012286877,0.00478844918476819,0.243432611525636,0,0.0215632556871615,0,0.103948912296556,0.0217532526163474,0,0.473297408015863
"TCGA-W3-AA1Q-06A-11R-A38C-07",0.0201961309685498,0.0273276687323413,0.0158981515353272,0.21141557866023,0,0.0479280527941173,0.00367149240316169,0.0253139840845501,0.0407554051714839,0,0.607493535650239
"TCGA-EE-A2M7-06A-11R-A18U-07",0.142693283944255,0,0,0.416079073356398,0,0.126540514847132,0,0,0.13889672729376,0,0.175790400558455
"TCGA-EE-A29N-06A-12R-A18S-07",0.0428538141198145,0.0584671938665207,0.0312435088394681,0.177288371018672,0.208467534063271,0.0355338723722609,0.117956000414085,0.0227048783889312,0.0476470637764636,0,0.257837763140512
"TCGA-FR-A8YE-06A-11R-A37K-07",0.106192952183154,0.019357116906387,0.0535516343739058,0.199880958047725,0,0.0396245805862832,0.266480299778658,0.0222302679549948,0.0928566476847057,0,0.199825542484187
"TCGA-WE-AAA0-06A-11R-A38C-07",0.0602854918628351,0.00834565288348552,0.0242304125345573,0.0955996019810153,0,0.0178294787693801,0.0626475455575512,0.00516977149951214,0.0214453987005675,0.0101071383855246,0.694339507825571
"TCGA-DA-A3F2-06A-11R-A20F-07",0.0419439358386844,0.0471497911773134,0.135296361074388,0.0652159117331219,0.0445296647466649,0.00567585043358788,0,0.199015133048341,0.0342463413844968,0,0.426927010563402
"TCGA-FS-A1ZQ-06A-11R-A18U-07",0.0159294742189979,0.0156863183265357,0.010837736071933,0.237240785226683,0.00139444083037734,0.0353300463927385,0.018774600644855,0.00193370680158943,0.0324916411208412,0,0.630381250365449
"TCGA-EE-A2A1-06A-11R-A18T-07",0.0375843672577626,0.0207793009685759,0.0442808881790031,0,0.301238225301973,0.0163666899199255,0.00790790303360494,0.0276079855057674,0.0262272373038399,0.0117144524467601,0.506292950082788
"TCGA-D3-A5GN-06A-11R-A27Q-07",0.0103523507367084,0.00896129376860644,0,0.525396328977461,0,0.0874346230360049,0,0.0318802274470435,0.0334522222568623,0,0.302522953777313
"TCGA-W3-A828-06A-11R-A352-07",0.0195997889305462,0.019524236424257,0.0758852218388066,0,0.020630463942973,0.0337107258411636,0.0814596920500647,0,0.0216351620322396,0.0485356284163233,0.679019080523626
"TCGA-D9-A4Z6-06A-12R-A266-07",0.0327334022988157,0,0,0.221966232111083,0,0.0430033311063874,0,0,0.0245308771430844,0.018500112341198,0.659266044999432
"TCGA-ER-A19N-06A-11R-A18S-07",0.0388260620215748,0.0792427567206602,0.0478238112357165,0.281719711476362,0,0.0404112290510799,0,0.0840647647153248,0.0490115961115797,0,0.378900068667702
"TCGA-D3-A2J8-06A-11R-A18T-07",0.0186785052593753,0.0431021797799157,0.0289503161465846,0,0.227379744667359,0.00826528243678669,0,0.0748194478102247,0.0306252256730384,0,0.568179298226716
"TCGA-FS-A1YY-06A-11R-A18T-07",0.0119554264574349,0,0.0341927986561023,0.111401949300222,0,0.015584458518622,0.0767155349526563,0,0.00887764529175198,0.0307013526373676,0.710570834185843
"TCGA-EE-A29H-06A-12R-A18S-07",0.0228474972188087,0.00337631074024978,0.024625169974388,0,0.188074174389873,0.00306770756531984,0.0709804963764031,0.00651999101472034,0.0108004421577781,0.0434976106443118,0.626210599918147
"TCGA-EE-A2MI-06A-11R-A18U-07",0,0,0,0.825388468158835,0,0.174611531841165,0,0,0,0,2.22044604925031e-16
"TCGA-EE-A2GI-06A-11R-A18T-07",0.0380671089808108,0.0553030546607265,0.013561962484537,0.179139469702887,0,0.0253628150239915,0,0.0852690629560739,0.0263072217694142,0,0.57698930442156
"TCGA-D3-A3C6-06A-12R-A18U-07",0.00958049652468835,0,0,0.483119490588846,0,0.0982777538837801,0,0,0.0329452560366673,0,0.376077002966019
"TCGA-EE-A2MC-06A-12R-A18S-07",0.00926616437503234,0.108675260259426,0.0282255050533048,0,0.174658487121126,0.0276817240836747,0,0.0905792918050015,0.0265062551554783,0.00195108180818496,0.532456230338771
"TCGA-ER-A195-06A-11R-A18U-07",0.0169575482160313,0.00839436968180332,0.0824752740989049,0.19003908908314,0.0104183355824516,0.11257945025976,0,0.0624380529809948,0.20810631923613,0.0512219259557446,0.257369634905039
"TCGA-EE-A3J7-06A-11R-A20F-07",0.0208420779494827,0,0,0.395081912840688,0,0.0666676136126478,0,0.0097005983049911,0,0,0.507707797292191
"TCGA-ER-A197-06A-32R-A18S-07",0.0249010114494935,0.0389570913672592,0.0806199742843359,0.0765432293955604,0.227767617229268,0.0109858658367801,0,0.0724622831618495,0.0138662719937198,0,0.453896655281734
"TCGA-EB-A44R-06A-41R-A266-07",0.050865313523971,0,0.012204901856095,0.201685091456466,0,0.0337934123422841,0.0396320102844406,0.0772476388649412,0.0130545767285809,0,0.571517054943221
"TCGA-WE-A8ZR-06A-11R-A37K-07",0.0213180372602821,0,0.0416975160453279,0,0.171157044266055,0.0220368283400723,0.11439422428061,0.00182001222030567,0.0207162213219673,0.123709010593739,0.483151105671641
"TCGA-Z2-A8RT-06A-11R-A37K-07",0.0473142493066708,0,0,0.544235872345942,0,0.0734279853206893,0.0344560089448789,0.0186010517709458,0.0384544261814344,0,0.243510406129439
"TCGA-FS-A1ZB-06A-12R-A18S-07",0.0175654281684767,0.0203523275288656,0.100984170962634,0.0953487100246434,0.0290328970998953,0.0207018427590028,0.0984000931168176,0.00144536230620169,0.0223476112619777,0.0116268956636304,0.582194661107855
"TCGA-D3-A2J6-06A-11R-A18T-07",0.00193252407685108,0.0813959928716836,0.0239072347285891,0.0997816034214448,0,0.0301059566783435,0,0.0665699351730293,0.0138594641982253,0.0789735199889973,0.603473768862836
"TCGA-Z2-AA3V-06A-11R-A39D-07",0.0174952115684036,0.0602741214813635,0.087442757379369,0,0.0528143618915679,0.00479547650172624,0.215086687291706,0.0367844512707525,0.0249667233513108,0.0591527771133283,0.441187432150472
"TCGA-FS-A4FB-06A-11R-A266-07",0.0391850454588073,0,0,0.419592882211164,0,0.0948771616085432,0,0,0.0284993954780064,0,0.417845515243479
"TCGA-EE-A2A0-06A-11R-A18T-07",0.0564593683968299,0.0345921317116818,0.080269188308216,0.188700711888939,0,0.0471211665609439,0.0307700181069894,0.0328272714588208,0.0463740890948265,0.0341692359795238,0.448716818493229
"TCGA-WE-A8ZQ-06A-41R-A37K-07",0.0643868079213231,0,0,0.381832371516156,0,0.0750520855381317,0,0,0.0225795441072607,0,0.456149190917128
"TCGA-DA-A1HW-06A-11R-A18U-07",0.0409891901758235,0.0412165291474628,0.026497701359196,0.187257431193026,0.0447953455313263,0.0315816575728841,0,0.0944784124966883,0.053085130031342,0,0.480098602492251
"TCGA-ER-A3PL-06A-11R-A239-07",0,0,0,0.757186189962611,0,0.085537530109374,0,0,0,0,0.157276279928015
"TCGA-YD-A9TB-06A-12R-A40A-07",0.0235433721397944,0,0,0.426958550088049,0,0.0890367351640343,0.0060582800717338,0.00659204654462587,0.0419242532199911,0,0.405886762771772
"TCGA-EE-A2GT-06A-12R-A18S-07",0.0939226460420032,0.0138243174553565,0.0525650308786165,0.0590429372794727,0.0897156523389433,0.0194552521493079,0.308791772006098,0.0172158561764669,0.0663776347852975,0.0724442995590863,0.206644601329352
"TCGA-ER-A19G-06A-11R-A18U-07",0.0215768521295675,0.232965177992399,0.0182485439490194,0.226394874918001,0.0348020856745914,0.0453652935834363,0,0.0194535114940055,0.072175356054765,0,0.329018304204215
"TCGA-EE-A2GH-06A-11R-A18T-07",0.0215148609222529,0.0424083480676,0.0462217056296003,0.0509239071134511,0.12913522128699,0.0176473647686917,0,0.126441324796526,0.0265552478469632,0.00938109728382572,0.529770922284099
"TCGA-EE-A2A5-06A-11R-A18T-07",0.0503394772446287,0,0.000525004584248704,0.320350168284601,0,0.0632791413320563,0,0,0.0156715608783992,0,0.549834647676067
"TCGA-EE-A185-06A-11R-A18S-07",0.00476455485662603,0.0362453999240493,0.0119999381163012,0.0567213164218942,0.0955433702602846,0.0102530068747615,0.0124638628998459,0,0.0132382330332617,0.067942295460126,0.690828022152849
"TCGA-FS-A1ZM-06A-12R-A18S-07",0,0,0,0.903688967723724,0,0.096311032276276,0,0,0,0,1.11022302462516e-16
"TCGA-EE-A3JD-06A-11R-A20F-07",0.171984293530474,0.0713549782273521,0.0143904621701879,0.219983456812061,0,0.0602283710633855,0.202690533256462,0.0819709651314324,0.0557218057206312,0.00561166640324594,0.116063467684768
"TCGA-FS-A4FC-06A-11R-A24X-07",0.0114713329682461,0,0,0.820897303226496,0,0.119924703431961,0,0,0,0,0.0477066603732973
"TCGA-D3-A8GI-06A-11R-A37K-07",0.0147785108673578,0.0263894080006932,0.0224307185836043,0.123411630281081,0.0472183978317857,0.0270045734207888,0.0935889958938486,0,0.0240494391440464,0,0.621128325976794
"TCGA-EB-A44Q-06A-11R-A266-07",0.0217162791191171,0.046922678260925,0.036693846331347,0,0.217801861892294,0.00711169209134348,0,0.0548181986526592,0.0495485128674926,0.0419395848821883,0.523447345902634
"TCGA-EE-A3AC-06A-11R-A18S-07",0.0438724400353942,0.033250611755735,0.0353451191636166,0.258607617439755,0,0.0567654639540102,0.00154313289777861,0.0483613893851758,0.0446363130019587,0.00380599614194234,0.473811916224634
"TCGA-D3-A8GV-06A-11R-A37K-07",0.0126941224810155,0.0117806700686936,0.0118939750665124,0.164976993466896,0,0.0364564534345365,0.0555000406316636,5.37703493205274e-05,0.0214412619857136,0,0.685202712515648
"TCGA-EE-A2A2-06A-11R-A18T-07",0.0200895163324274,0.00597979700727633,0.0176924243114407,0,0.534055504708475,0.00703195991015794,0.0142717157197472,0.00426977126174062,0.0118645932951924,0,0.384744717453543
"TCGA-EE-A20F-06A-21R-A18S-07",0.016030107662253,0.0822038280070391,0.0251569953362861,0.120467692171293,0.0562060499993935,0.0259952436111671,0,0.0314163494664607,0.0274409011239889,0,0.615082832622118
"TCGA-EE-A182-06A-11R-A18T-07",0.00476181871525373,0.0106921130456493,0.0696074475969698,0.0552730859523493,0,0.0381253222364185,0.0546154922520018,0.00573346874628707,0.00710295978220859,0.0819591432055197,0.672129148467342
"TCGA-D3-A1Q9-06A-11R-A18T-07",0.0125183590154727,0.00429094151849596,0.0414795656505437,0.22250160297023,0.00822723534407451,0.0439857050981862,0.00123324070582758,0.0323443132258993,0.0296039073226249,0.0265848507904537,0.577230278358192
"TCGA-EE-A3AE-06A-11R-A18S-07",0.035168663374384,0.050189543080309,0.00298895623535463,0.242930121727084,0.0206457686942849,0.0659901765056453,0.0361091556570388,0.0418379235021485,0.0357372025372523,0,0.468402488686498
"TCGA-W3-AA1V-06B-11R-A40A-07",0.00416016571830635,0,0.0239645021435508,0,0.295412110718765,0.00902947190193401,0.0249246823533276,0.000695288201197212,0.0114512756982185,0,0.6303625032647
"TCGA-FS-A1ZR-06A-21R-A18U-07",0.072915686294366,0,0,0.451770678534081,0,0.0763299663969001,0,0,0.0164374850048731,0,0.38254618376978
"TCGA-EE-A2GR-06A-11R-A18S-07",0.0216141089992234,0,0,0.473971354845815,0,0.0890515928396914,0.00138320347262949,0,0.0213044984497368,0,0.392675241392903
"TCGA-D3-A1Q1-06A-21R-A18T-07",0.0212970470895184,0,0,0.891591753570258,0,0.0871111993402234,0,0,0,0,0
"TCGA-EE-A2GS-06A-12R-A18S-07",0.0143613781704895,0,0,0.52054729239956,0,0.0871717606495462,0,0.000318294411203844,0.0211087306709148,0,0.356492543698286
"TCGA-EE-A29G-06A-12R-A18T-07",0.0108096977939526,0.000402300618178126,0.0397240205060272,0,0.297561397314733,0.0195194752887225,0,0,0.00962203727469896,0.00013123794153194,0.622229833262155
"TCGA-D9-A6EC-06A-11R-A311-07",0.0513637857928593,0.119713977327285,0.0369307055232929,0.127275624673357,0.0256392604407572,0.0256157715832257,0.0857208237535733,0.000110090196644586,0.0218142215051889,0,0.505815739203816
"TCGA-D3-A3BZ-06A-12R-A18S-07",0.027260283852091,0.0571309488117584,0.0459915272205537,0.0252652349158359,0.0685076282079307,0.014286112899312,0.11575540703814,0.0553495802276735,0.0258398910499846,0.0241597700749687,0.540453615701752
"TCGA-DA-A3F8-06A-11R-A20F-07",0.030285635383752,0.140825721182151,0,0.384006679702183,0,0.0408163047146946,0,0.362502659855929,0.0415629991612901,0,0
"TCGA-EE-A3J3-06A-11R-A20F-07",0.029001172204856,0,0.00120210509222206,0.406222498106283,0,0.0625910006715219,0,0.00360142188766881,0.0211340548860038,0,0.476247747151444
"TCGA-D9-A6EA-06A-11R-A311-07",0.0429311164351875,0,0,0.310118402446439,0,0.0508806571021291,0.10810919964056,0,0.015213930535504,0,0.472746693840181
"TCGA-DA-A3F3-06A-11R-A20F-07",0.0600241594703374,0.0114000298816259,0,0.236572598281316,0.0246626479248028,0.0444522027460621,0,0,0.0224757714107359,0.0491630373786093,0.551249552906511
"TCGA-3N-A9WC-06A-11R-A38C-07",0.0168926376848744,0.0398747190187263,0.025925679034298,0,0.349831547692737,0.0197203130771527,0,0.0684417045487337,0.0216954500468083,0,0.457617948896669
"TCGA-D9-A3Z3-06A-11R-A239-07",0.0675603538846651,0.0077444916703944,0.020777137838847,0.288201148257239,0,0.0248309998584185,0.0256600869954495,0.0176323273674397,0.0387812472778658,0,0.508812206849681
"TCGA-D3-A8GS-06A-12R-A37K-07",0.0351649653059203,0,0,0.486733442489686,0,0.0579409609945348,0,0.0570813206229582,0.0132732145709644,0,0.349806096015936
"TCGA-3N-A9WB-06A-11R-A38C-07",0.0196663835415644,0,0.00841245597458699,0.126178751735649,0,0.0225214095301716,0.0160806405583913,0,0.0207279716409958,0,0.78641238701864
"TCGA-EE-A2M6-06A-12R-A18S-07",0.0272394881499189,0.133224321215912,0,0.476554155630652,0,0.0989498622198807,0,0,0.0430497709391925,0,0.220982401844445
"TCGA-EE-A3J4-06A-11R-A20F-07",0.0168605246038685,0,0,0.44628166056783,0,0.084477756348994,0,0,0.0179583791955729,0,0.434421679283735
"TCGA-D3-A8GK-06A-11R-A37K-07",0.00597556592140324,0,0.0200970102754851,0.167392279469404,0.0878063113242937,0.0368157379001972,0,0,0.00757483167953034,0,0.674338263429686
"TCGA-D3-A3CE-06A-11R-A18S-07",0.0498792505858291,0.0342892766992796,0.00497381787555907,0.369958160524635,0,0.0583065956362036,0,0.0839293655473655,0.0284530996003351,0,0.370210433530793
"TCGA-D9-A1JW-06A-11R-A18S-07",0.0212890738464414,0.0149409965032851,0.0475885772928044,0.0163880674550433,0.13752362862496,0.00628589042002224,0.0391617468289229,0.0383107466378246,0.0230221070685645,0.0479165590363436,0.607572606285788
"TCGA-FS-A4F5-06A-11R-A266-07",0.018346382366765,0,0,0.589665915796468,0,0.0818974606471379,0,0,0.00114939406291824,0,0.308940847126711
"TCGA-WE-AAA4-06A-12R-A38C-07",0.00243114987371848,0.249576912897574,0.052531528622118,0.258179350487339,0.0135909797678535,0.0211763561929452,0,0.204460788017118,0.0284275418150021,0,0.169625392326332
"TCGA-EE-A29L-06A-12R-A18S-07",0.0173751181819183,0,0.00855943061799251,0,0.138232388628639,0.0134316875680239,0.0261989754228643,0,0.00690201734736696,0.0871896577304147,0.702110724502781
"TCGA-3N-A9WD-06A-11R-A38C-07",0.0509878474328376,0.0191005984502061,0.0471458029774808,0.120503331183187,0.0454364177584839,0.0383737378412371,0,0.0325973900697062,0.0421799548224643,0,0.603674919464397
"TCGA-EE-A2GJ-06A-11R-A18U-07",0.0254603808862677,0.0465045758032743,0.0130860714821157,0.358678159019951,0.0470949398772684,0.0640775594164504,0,0.0523439417476043,0.0251613954406082,0,0.36759297632646
"TCGA-WE-A8ZO-06A-11R-A37K-07",0.00279086536222636,0.0130634057058748,0.0233319079475698,0.0317947315988238,0.650172456011306,0.0252085488025762,0,0.0124506701778383,0.00700109214362933,0,0.234186322250156
"TCGA-WE-A8ZT-06A-11R-A37K-07",0.0574547632947655,0,0,0.694586036851823,0,0.137359541204217,0,0,0,0,0.110599658649194
"TCGA-WE-A8ZY-06A-11R-A37K-07",0.0221809914041643,0.0272041119443604,0.0189675015499351,0,0.248953156736135,0.00867499276680682,0.0759554178733716,0.000694421908224582,0.010844047551905,0.00264421996945032,0.583881138295647
"TCGA-DA-A1I1-06A-12R-A18U-07",0.0162905992028039,0.12486994643025,0.00850320971332666,0.398588054308896,0,0.0603862423457958,0,0.0312008801986402,0.0419252019259123,0,0.318235865874375
"TCGA-GN-A26A-06A-11R-A18T-07",0.00973729115446742,0.142240227643951,0.0086974612566819,0.277693699892042,0,0.0550836338353012,0,0.0186533299222174,0.0307229046340376,0,0.457171451661302
"TCGA-EE-A183-06A-11R-A18S-07",0.0783497366795166,0.0444819754603673,0.0217267590190546,0.137240904106864,0,0.0130424402529904,0.167420388322536,0.0210475136425498,0.0405200105638707,0.014340637235208,0.461829634717043
"TCGA-GN-A264-06A-11R-A18U-07",0.00657539359498971,0,0,0.502623230460326,0,0.109214285011158,0.0323679221426731,0,0.0341574358631026,0,0.31506173292775
"TCGA-YD-A89C-06A-11R-A37K-07",0.0320057960305397,0,0,0.300629803307928,0,0.0818975594746027,0,0,0.0300475169055566,0,0.555419324281373
"TCGA-FS-A1Z4-06A-11R-A18T-07",0.11984091876575,0.0369505649023505,0.0398344384771506,0.217384402641617,0,0.0332509871335948,0.0982968378936207,0.0231823460832159,0.112133474120421,0,0.319126029982279
