"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"TCGA-EE-A2MD-06A-11R-A18T-07",0.128485815076465,0,0.208563267334465,0.0645683670720375,0,0.181856640351919,0.031859578548483,0.0375547582648127,0.00380407457711312,0,0.0652348372048409,0,0.0046796177067196,0.139590521234886,0.0530156552171434,0.080058663404114,0,0,0,0.000728204007000174,0,0,0,0.425796734375493,0.90572699241486
"TCGA-EB-A5UN-06A-11R-A311-07",0,0.00910662911192182,0,0.130291511915359,0,0.230081392628294,0,0,0.0109907351362179,0,0.160310905586774,0,0,0.0333547709857538,0.0183384646766831,0.0948550217245269,0,0.0036520964625372,0,0.11910081443412,0,0.189917657337812,0.97,-0.0406438054864232,1.13364743581973
"TCGA-DA-A3F5-06A-11R-A20F-07",0,0.00891386469748155,0,0.023226828707538,0,0.185884004803794,0,0,0,0,0.13779883675645,0,0,0.192186182754455,0,0.090813771548834,0,0.0444596088189559,0,0.0718523565717065,0,0.244864545340785,0.67,-0.00509570271093833,1.11915224219503
"TCGA-D3-A2JC-06A-11R-A18T-07",0,0.0194224923561256,0.028805158945581,0.020202059092979,0,0.140955830428661,0.0249059852484901,0.0471704703518098,0.0677217677813201,0,0.0292084406242334,0,0,0.334127358723885,0.0488415892477208,0.0648961473307015,0.0381731420985946,0.0132628371219048,0.116690059497161,0,0.00561666115083233,0,0.11,0.1298820472714,1.04130140889623
"TCGA-D3-A8GE-06A-11R-A37K-07",0.0268899949431436,0,0.0257356528033542,0.157740819391598,0,0.14496209866891,0,0.0703592346293514,0.105551900712769,0,0.0474377382211799,0,0.0372262107834967,0.0350088506411006,0.0990893322547012,0.198226620604144,0,0,0.051771546346252,0,0,0,0.31,0.0464020435521316,1.07584821259314
"TCGA-D3-A2JB-06A-11R-A18T-07",0.168954260920752,0.11719816649127,0.116536947113039,0.113739711663796,0.00198925212469582,0.0703648428842039,0.0351261575615135,0.0275327227035,0.0249381028358009,0,0.119823248224609,0,0.0368584528451559,0.0769066955894247,0.0589190453938874,0.0311123936483517,0,0,0,0,0,0,0,0.490367919860648,0.870765822072375
"TCGA-D3-A1Q7-06A-11R-A18T-07",0.0447871144011105,0,0.112814018426551,0.174817618003222,0,0.125602001181405,0.045188626352764,0.0317881140132442,0.0485041769839371,0,0.0673549699027271,0,0.0264099170600587,0.0843802358989953,0.103551703482052,0.124275454773819,0,0,0.0105260495201145,0,0,0,0,0.360235112447596,0.935521522089397
"TCGA-DA-A1I7-06A-22R-A18S-07",0,0.0119775580791461,0.0223014351531559,0,0,0.0844311353744631,0.0280706666329497,0.0118279737447558,0.0851832552579248,0,0.102223691154706,0,0,0.588439350249143,0.00313428049908851,0.0595727606189402,0,0,0,0.0028378932357269,0,0,0.0600000000000001,0.186311151922682,1.07423956957453
"TCGA-ER-A19H-06A-12R-A18S-07",0.0677491204564391,0,0.034144428472967,0.266072902795998,0,0.0935368683429027,0,0.0556839951221852,0.051590850486709,0,0.104194565572773,0,0.0345683997061949,0.0323683244003579,0.0686791474145946,0.17845861894438,0.0129527782844987,0,0,0,0,0,0.14,0.108873739551315,1.0579291746719
"TCGA-ER-A199-06A-11R-A18T-07",0.23638947394095,0,0.0752798967465793,0.177911931659788,0,0.0762803905372302,0.0265273311777973,0.00863021085919017,0.0857078023325525,0,0.0613264381604859,0.017082437563979,0.0580585223842934,0.0428115422600792,0.0496693680999608,0.0560839229022224,0.0282407313748924,0,0,0,0,0,0,0.472956130983991,0.880206278446871
"TCGA-DA-A1I5-06A-11R-A18T-07",0.00945495429003747,0,0.0551437523206664,0.116422382352174,0,0.0824970138828187,0.00589349879300396,0.0285319795080586,0.0623892589632435,0,0.0525547001469133,0,0.0222309715378145,0.392368078203248,0.0590486731586003,0.113464736843421,0,0,0,0,0,0,0.04,0.213016181310852,1.01965918036655
"TCGA-EE-A2GB-06A-11R-A18T-07",0.137315990254908,0,0.0405337534847408,0.0681285783060064,0,0.148413105300935,0.0354793023392579,0,0.0172746090343564,0,0.0754825839261531,0,0.0294051887894331,0.102601853175656,0.0784949932684115,0.266870042120142,0,0,0,0,0,0,0.73,-0.00880568219395359,1.08790895324012
"TCGA-D3-A51K-06A-11R-A266-07",0.0938908983714221,0,0.243809015249729,0.223603276802303,0,0,0.00214222306242098,0.0914051764518794,0.0375782441874877,0,0.045730006136251,0.0356276389261325,0.0282226133987074,0,0.0248421563363597,0.13332969793681,0.0243858259238144,0,0.015433227216683,0,0,0,0,0.517339456973508,0.85471895101117
"TCGA-EE-A2MG-06A-11R-A18T-07",0.248173015926765,0.0099493712027686,0.0514184118685817,0.11261226946263,0,0.203250532462403,0.0429330960772499,0,0.0459164951458567,0,0.0782725658500551,0,0.0242290752117431,0.0311191510297392,0.0536061544126714,0.098519861349536,0,0,0,0,0,0,0,0.474466724299376,0.879396001247863
"TCGA-D3-A1Q4-06A-11R-A18T-07",0.125280706896346,0,0.0797412244913976,0,0,0.119949622426175,0.00533372842176581,0,0.0310443323856284,0,0.0801027794221991,0,0,0.326651109812639,0.031416939917553,0.187082278392511,0,0,0.0133972778337856,0,0,0,0,0.532276739221334,0.846987886695772
"TCGA-D3-A2JP-06A-11R-A18S-07",0.00771486097941568,0,0.0328242547429262,0.228556661442209,0,0,0,0.0473704919925962,0.0794150309495113,0,0,0.0202548169170621,0.0596226109522556,0.0384930297135641,0.166390978737959,0.177582469802869,0.0419441248103639,0,0.0998306689592679,0,0,0,0.23,0.0648009997704668,1.06634383546537
"TCGA-EE-A2MQ-06A-11R-A18S-07",0.11518591857263,0,0.0465158057370121,0.0998402151699115,0,0.222634301667876,0.00630027809038602,0,0.0279157513418779,0,0.0592912619959689,0,0.0107465125558453,0.19010731342708,0.0572784032784559,0.164184238162956,0,0,0,0,0,0,0.15,0.104233984694198,1.04990431190618
"TCGA-FS-A1ZD-06A-11R-A18T-07",0,0.0112812956230959,0.000728913758302991,0.0300645090863134,0,0.029342838764634,0,0,0.0359602865690545,0,0.145695725924871,0.0211484071192873,0,0.350739652554784,0,0.363262267484858,0,0,0.0117761031147981,0,0,0,0,0.367698449201644,0.951670398393438
"TCGA-GF-A4EO-06A-12R-A24X-07",0.0133001318553448,0,0.173262611702654,0.183282242756197,0,0.109670003495426,0.0267366822031932,0.0165184368584178,0.0447569307400931,0,0.0714546428850121,0,0.0187565222197134,0.127810493224935,0.0816543106276935,0.129591239493921,0,0,0,0.00320575193739868,0,0,0.01,0.291201814667441,0.969008020485242
"TCGA-EE-A29D-06A-11R-A18T-07",0,0.0233497660971932,0.00388090485008968,0,0,0.267557381733407,0,0.0207368296151361,0.0465626110179871,0,0.194242219607124,0,0,0.199491248010363,0,0.203911342909316,0,0,0.0282394108183045,0,0.0120282853410801,0,0.5,0.0235034932590749,1.09669281138569
"TCGA-W3-A824-06A-21R-A352-07",0,0.0107492225141994,0.0039286648678447,0.350152277262296,0,0.0380447197839791,0.0182350360942362,0.0774416967679681,0.0685278090768569,0,0.0842089409369323,0.0191534926943053,0,0.082392402080299,0.126289823264577,0.0691484225919739,0.013929387894894,0,0,0,0.0377981041696386,0,0.31,0.046649415334596,1.11298025854834
"TCGA-OD-A75X-06A-12R-A32P-07",0,0,0.0329920576834032,0,0,0.228277739495129,0,0.0711581142135575,0,0,0.0429888915711746,0.0338874917000491,0,0.103430851577331,0.0906666552616862,0.299895660698166,0,0,0.0755616462186316,0,0.0211408915808714,0,0.83,-0.0182485016542834,1.09215629415073
"TCGA-FR-A3YN-06A-11R-A239-07",0,0.0412505522560355,0.0305796652596875,0.15012873645996,0,0,0.0354896508749865,0.100959039127787,0.0892102040501943,0,0.0605537721605085,0,0.0377362352843544,0.0972882157656332,0.0553900555651886,0.110396779905631,0,0,0.147755877050989,0,0.0432612162390446,0,0.28,0.0516970482480639,1.05403854371358
"TCGA-YG-AA3P-06A-11R-A38C-07",0.113694557945049,0,0.023783890130391,0.122774507235965,0,0.213046668350797,0,0.0202528203838724,0.0329213013427661,0,0.0222747432471836,0.00554343370790378,0.0260784311077501,0,0.0518883675370627,0.364555921134077,0,0,0.00318535787718239,0,0,0,0.98,-0.0472486018795059,1.11029073255425
"TCGA-ER-A19S-06A-11R-A18U-07",0.000590309809514108,0,0.0952419811784137,0.32483477195858,0,0.0277301009663946,0.0309133813223876,0.0635587956592678,0.0679094085497834,0,0.0935095887460093,0,0.00913284574594005,0.147070447951394,0.057672780833241,0.0801294538184678,0,0,0,0.00170613346060636,0,0,0.0600000000000001,0.180282219065335,1.03158948139312
"TCGA-EE-A3J5-06A-11R-A20F-07",0.0890691852310886,0,0.113935329194798,0.219718292433074,0,0.102882762305111,0,0.0675960953839645,0.0368607043434946,0,0.0531429142889075,0.00577173042050033,0.0227403308558747,0.00765012975460054,0.0759207903881801,0.188458124422325,0.015146083816746,0,0.00110752716133483,0,0,0,0.01,0.306217293081516,0.963089831044512
"TCGA-ER-A19P-06A-11R-A18S-07",0.0720499824900355,0.0118547718429365,0.0518720263497068,0.23409012695564,0,0.120022171502793,0.00372924269787114,0.054731426132315,0.0896319897140274,0,0.0820449179750149,0,0.0409686904907608,0.0363508956033549,0.0814468308693236,0.117696383583905,0.00160526943081546,0,0,0.00190527436150012,0,0,0.03,0.235771713814748,1.00144831587337
"TCGA-EB-A5UL-06A-11R-A311-07",0.00749003580680459,0.060224849018938,0.216988268956845,0.224935910131692,0,0,0.020355508426614,0.100965622838993,0.00979780270927921,0,0.0262825595584832,0.0306114517918468,0,0.123431599684354,0.104620564424989,0.0204449488318564,0.0120343744480173,0,0.0239676890262434,0,0.017848814345045,0,0,0.420666576941474,0.909021509799294
"TCGA-EE-A29R-06A-11R-A18T-07",0.148274353027123,0,0.0235439474827955,0,0,0.312899222427247,0,0,0,0,0.0916424033858028,0,0,0.156480088857334,0.0957322643268558,0.130490165200011,0,0,0.0238257717833366,0.0171117835094932,0,0,0.99,-0.057110071901791,1.11316160108341
"TCGA-ER-A42L-06A-11R-A24X-07",0.031600481882755,0,0.11380717622046,0.261690242349794,0,0.117735463442244,0.0404254083705574,0,0.0399656932902912,0,0.0714235034727787,0,0.0526504649280336,0,0.0425728954113439,0.171415337607622,0.0301268356501049,0,0.018802286098064,0,0,0.00778421127595226,0.01,0.266896089304601,0.978563046948347
"TCGA-EE-A3J8-06A-11R-A20F-07",0.0412966878418007,0,0,0,0,0.392082431633841,0,0,0,0,0,0.13084055430731,0,0.169998126808048,0,0.159910702838353,0,0,0.105871496570648,0,0,0,0.99,-0.0678720082484103,1.13261202988742
"TCGA-D3-A3CB-06A-11R-A18S-07",0.0258991615371467,0.0329613461272144,0.0869353854743835,0.229956835231008,0,0,0.0073662974694899,0,0.100299510944342,0,0.0623366501519508,0,0.00258217440061394,0.280982596664114,0.058709534617126,0.106254178439745,0,0,0.00571632894286647,0,0,0,0.01,0.270163629220669,0.98193054775318
"TCGA-YG-AA3O-06A-11R-A38C-07",0.0619587306914567,0,0.0193474453684874,0.182527056617947,0,0.13462330288959,0,0.00508202713507325,0.0622044249367197,0,0.0867581076345423,0,0,0.15002843240918,0.0335689590549914,0.263901513262013,0,0,0,0,0,0,0.68,-0.00528131985173215,1.10131862746399
"TCGA-EB-A5KH-06A-11R-A27Q-07",0.111385150053012,0.0223593577642311,0.0374498146012387,0.0950117327994359,0,0.227555923436851,0,0,0.113389955083935,0,0.0126512653096839,0.0302240398416738,0.00524534086188751,0.106757265625378,0.0420967816292373,0.133507287303533,0,0,0.0623660856899012,0,0,0,0.44,0.03130796043241,1.07865396237178
"TCGA-FR-A7U8-06A-21R-A352-07",0,0.000328028848454673,0,0,0,0.136663128826458,0,0.0011240567586946,0.0661817207925471,0,0.185585372641842,0,0,0.579169136835514,0,0,0,0,0,0.03094855529649,0,0,0.07,0.171232409441917,1.08523878956599
"TCGA-D3-A2J7-06A-11R-A18T-07",0.0085963505946377,0,0.0839681821781088,0.12651232901788,0,0.102227223621389,0.0129213452838002,0.0500770537605628,0.0816920520208882,0,0.033895538137985,0.000798832822955795,0.0171349472019059,0.375720731725198,0.0518970017642769,0.0421278229895344,0,0,0.012430588880877,0,0,0,0.08,0.157060207214424,1.04180083895411
